Calibration values (ps) from cell 0 to 1024 :

00000.000	00000.197	00000.393	00000.590	00000.788	00000.985	00001.183	00001.381	cell = 0 to 7
00001.579	00001.778	00001.976	00002.175	00002.374	00002.572	00002.771	00002.970	cell = 8 to 15
00003.169	00003.369	00003.568	00003.768	00003.967	00004.167	00004.366	00004.566	cell = 16 to 23
00004.766	00004.965	00005.165	00005.365	00005.565	00005.765	00005.965	00006.165	cell = 24 to 31
00006.365	00006.565	00006.765	00006.965	00007.165	00007.365	00007.565	00007.765	cell = 32 to 39
00007.965	00008.165	00008.364	00008.564	00008.763	00008.962	00009.162	00009.361	cell = 40 to 47
00009.560	00009.759	00009.958	00010.158	00010.357	00010.556	00010.756	00010.955	cell = 48 to 55
00011.155	00011.355	00011.554	00011.755	00011.955	00012.154	00012.354	00012.554	cell = 56 to 63
00012.754	00012.954	00013.154	00013.354	00013.553	00013.753	00013.953	00014.153	cell = 64 to 71
00014.353	00014.553	00014.753	00014.953	00015.153	00015.353	00015.553	00015.753	cell = 72 to 79
00015.952	00016.152	00016.352	00016.552	00016.752	00016.952	00017.152	00017.352	cell = 80 to 87
00017.553	00017.753	00017.954	00018.155	00018.356	00018.557	00018.758	00018.959	cell = 88 to 95
00019.161	00019.362	00019.564	00019.766	00019.968	00020.169	00020.371	00020.572	cell = 96 to 103
00020.773	00020.974	00021.176	00021.377	00021.577	00021.778	00021.979	00022.180	cell = 104 to 111
00022.381	00022.581	00022.782	00022.982	00023.182	00023.382	00023.582	00023.782	cell = 112 to 119
00023.982	00024.182	00024.382	00024.582	00024.782	00024.982	00025.182	00025.381	cell = 120 to 127
00025.581	00025.781	00025.981	00026.181	00026.381	00026.581	00026.781	00026.980	cell = 128 to 135
00027.180	00027.380	00027.580	00027.780	00027.980	00028.180	00028.380	00028.580	cell = 136 to 143
00028.780	00028.981	00029.181	00029.381	00029.582	00029.782	00029.982	00030.182	cell = 144 to 151
00030.382	00030.582	00030.782	00030.982	00031.182	00031.382	00031.581	00031.781	cell = 152 to 159
00031.981	00032.180	00032.380	00032.579	00032.779	00032.978	00033.178	00033.378	cell = 160 to 167
00033.577	00033.777	00033.976	00034.175	00034.374	00034.574	00034.773	00034.973	cell = 168 to 175
00035.172	00035.372	00035.571	00035.771	00035.971	00036.171	00036.371	00036.571	cell = 176 to 183
00036.771	00036.971	00037.171	00037.370	00037.570	00037.770	00037.969	00038.169	cell = 184 to 191
00038.368	00038.568	00038.767	00038.966	00039.165	00039.365	00039.564	00039.763	cell = 192 to 199
00039.963	00040.162	00040.362	00040.562	00040.761	00040.960	00041.160	00041.359	cell = 200 to 207
00041.559	00041.758	00041.958	00042.157	00042.356	00042.556	00042.756	00042.955	cell = 208 to 215
00043.155	00043.355	00043.555	00043.754	00043.954	00044.154	00044.354	00044.554	cell = 216 to 223
00044.754	00044.954	00045.154	00045.354	00045.553	00045.753	00045.953	00046.153	cell = 224 to 231
00046.353	00046.554	00046.754	00046.954	00047.155	00047.355	00047.556	00047.757	cell = 232 to 239
00047.957	00048.157	00048.358	00048.558	00048.758	00048.958	00049.159	00049.359	cell = 240 to 247
00049.559	00049.760	00049.960	00050.160	00050.361	00050.561	00050.761	00050.961	cell = 248 to 255
00051.162	00051.362	00051.562	00051.762	00051.963	00052.163	00052.363	00052.563	cell = 256 to 263
00052.764	00052.964	00053.164	00053.365	00053.565	00053.766	00053.966	00054.167	cell = 264 to 271
00054.367	00054.568	00054.768	00054.969	00055.169	00055.370	00055.570	00055.770	cell = 272 to 279
00055.970	00056.171	00056.371	00056.571	00056.771	00056.972	00057.173	00057.373	cell = 280 to 287
00057.574	00057.775	00057.976	00058.176	00058.377	00058.578	00058.779	00058.980	cell = 288 to 295
00059.181	00059.382	00059.583	00059.784	00059.985	00060.186	00060.387	00060.588	cell = 296 to 303
00060.790	00060.991	00061.192	00061.394	00061.595	00061.796	00061.998	00062.200	cell = 304 to 311
00062.401	00062.603	00062.804	00063.006	00063.207	00063.409	00063.610	00063.812	cell = 312 to 319
00064.013	00064.215	00064.416	00064.618	00064.819	00065.020	00065.221	00065.423	cell = 320 to 327
00065.624	00065.826	00066.027	00066.228	00066.429	00066.630	00066.831	00067.032	cell = 328 to 335
00067.233	00067.433	00067.634	00067.835	00068.036	00068.237	00068.438	00068.638	cell = 336 to 343
