Calibration values (ps) from cell 0 to 1024 :

00000.000	00000.197	00000.394	00000.591	00000.789	00000.986	00001.184	00001.382	cell = 0 to 7
00001.580	00001.778	00001.977	00002.174	00002.373	00002.571	00002.769	00002.968	cell = 8 to 15
00003.166	00003.364	00003.563	00003.762	00003.960	00004.159	00004.358	00004.557	cell = 16 to 23
00004.756	00004.956	00005.155	00005.354	00005.554	00005.753	00005.953	00006.152	cell = 24 to 31
00006.352	00006.551	00006.751	00006.950	00007.150	00007.349	00007.549	00007.748	cell = 32 to 39
00007.948	00008.148	00008.347	00008.547	00008.747	00008.947	00009.147	00009.347	cell = 40 to 47
00009.548	00009.748	00009.948	00010.148	00010.349	00010.549	00010.749	00010.949	cell = 48 to 55
00011.149	00011.349	00011.549	00011.749	00011.949	00012.149	00012.349	00012.549	cell = 56 to 63
00012.750	00012.950	00013.151	00013.351	00013.552	00013.752	00013.952	00014.153	cell = 64 to 71
00014.353	00014.554	00014.754	00014.955	00015.155	00015.355	00015.556	00015.756	cell = 72 to 79
00015.956	00016.156	00016.357	00016.557	00016.757	00016.957	00017.157	00017.357	cell = 80 to 87
00017.557	00017.757	00017.957	00018.157	00018.357	00018.558	00018.758	00018.958	cell = 88 to 95
00019.158	00019.358	00019.558	00019.758	00019.958	00020.159	00020.358	00020.558	cell = 96 to 103
00020.758	00020.958	00021.158	00021.357	00021.557	00021.757	00021.957	00022.156	cell = 104 to 111
00022.356	00022.555	00022.754	00022.954	00023.153	00023.352	00023.551	00023.750	cell = 112 to 119
00023.949	00024.148	00024.348	00024.547	00024.746	00024.945	00025.144	00025.344	cell = 120 to 127
00025.543	00025.742	00025.941	00026.141	00026.340	00026.540	00026.739	00026.939	cell = 128 to 135
00027.138	00027.338	00027.538	00027.738	00027.938	00028.138	00028.338	00028.538	cell = 136 to 143
00028.738	00028.938	00029.138	00029.337	00029.537	00029.737	00029.937	00030.136	cell = 144 to 151
00030.336	00030.536	00030.736	00030.936	00031.136	00031.336	00031.536	00031.736	cell = 152 to 159
00031.935	00032.135	00032.334	00032.534	00032.733	00032.933	00033.132	00033.332	cell = 160 to 167
00033.531	00033.731	00033.931	00034.130	00034.330	00034.529	00034.728	00034.928	cell = 168 to 175
00035.128	00035.328	00035.527	00035.727	00035.927	00036.127	00036.328	00036.528	cell = 176 to 183
00036.728	00036.928	00037.128	00037.328	00037.528	00037.729	00037.929	00038.129	cell = 184 to 191
00038.330	00038.530	00038.731	00038.932	00039.133	00039.334	00039.535	00039.736	cell = 192 to 199
00039.937	00040.138	00040.339	00040.540	00040.741	00040.942	00041.143	00041.345	cell = 200 to 207
00041.546	00041.748	00041.949	00042.151	00042.352	00042.554	00042.755	00042.957	cell = 208 to 215
00043.159	00043.361	00043.563	00043.765	00043.967	00044.169	00044.370	00044.572	cell = 216 to 223
00044.774	00044.976	00045.177	00045.379	00045.580	00045.782	00045.983	00046.184	cell = 224 to 231
00046.386	00046.587	00046.788	00046.989	00047.190	00047.391	00047.592	00047.793	cell = 232 to 239
00047.994	00048.195	00048.396	00048.597	00048.797	00048.998	00049.200	00049.401	cell = 240 to 247
00049.602	00049.803	00050.004	00050.205	00050.405	00050.606	00050.807	00051.008	cell = 248 to 255
00051.209	00051.411	00051.612	00051.813	00052.014	00052.216	00052.417	00052.618	cell = 256 to 263
00052.819	00053.021	00053.222	00053.423	00053.624	00053.825	00054.026	00054.227	cell = 264 to 271
00054.428	00054.629	00054.830	00055.031	00055.231	00055.432	00055.633	00055.833	cell = 272 to 279
00056.034	00056.234	00056.435	00056.636	00056.837	00057.038	00057.239	00057.440	cell = 280 to 287
00057.641	00057.843	00058.044	00058.245	00058.446	00058.648	00058.849	00059.050	cell = 288 to 295
00059.252	00059.453	00059.654	00059.855	00060.057	00060.258	00060.459	00060.660	cell = 296 to 303
00060.861	00061.063	00061.264	00061.465	00061.666	00061.867	00062.067	00062.268	cell = 304 to 311
00062.469	00062.670	00062.870	00063.070	00063.271	00063.471	00063.671	00063.872	cell = 312 to 319
00064.072	00064.272	00064.472	00064.672	00064.873	00065.073	00065.273	00065.473	cell = 320 to 327
00065.674	00065.874	00066.075	00066.275	00066.475	00066.676	00066.876	00067.077	cell = 328 to 335
00067.277	00067.478	00067.678	00067.879	00068.080	00068.280	00068.481	00068.682	cell = 336 to 343
00068.882	00069.083	00069.284	00069.484	00069.685	00069.885	00070.086	00070.286	cell = 344 to 351
00070.487	00070.687	00070.888	00071.088	00071.288	00071.489	00071.689	00071.890	cell = 352 to 359
00072.090	00072.291	00072.492	00072.692	00072.893	00073.094	00073.294	00073.495	cell = 360 to 367
00073.696	00073.897	00074.098	00074.299	00074.500	00074.701	00074.902	00075.103	cell = 368 to 375
00075.304	00075.504	00075.705	00075.906	00076.107	00076.308	00076.508	00076.709	cell = 376 to 383
00076.909	00077.109	00077.309	00077.509	00077.709	00077.909	00078.109	00078.308	cell = 384 to 391
00078.508	00078.708	00078.908	00079.108	00079.308	00079.508	00079.708	00079.908	cell = 392 to 399
00080.109	00080.310	00080.510	00080.711	00080.912	00081.112	00081.313	00081.514	cell = 400 to 407
00081.715	00081.916	00082.117	00082.318	00082.520	00082.721	00082.922	00083.124	cell = 408 to 415
00083.325	00083.526	00083.727	00083.928	00084.129	00084.331	00084.531	00084.732	cell = 416 to 423
00084.933	00085.134	00085.334	00085.534	00085.734	00085.935	00086.135	00086.335	cell = 424 to 431
00086.535	00086.735	00086.935	00087.135	00087.334	00087.534	00087.733	00087.933	cell = 432 to 439
00088.132	00088.331	00088.531	00088.730	00088.930	00089.130	00089.329	00089.529	cell = 440 to 447
00089.729	00089.929	00090.129	00090.329	00090.529	00090.729	00090.929	00091.129	cell = 448 to 455
00091.330	00091.530	00091.730	00091.930	00092.130	00092.330	00092.530	00092.730	cell = 456 to 463
00092.930	00093.130	00093.331	00093.531	00093.731	00093.931	00094.131	00094.332	cell = 464 to 471
00094.532	00094.733	00094.933	00095.134	00095.334	00095.535	00095.735	00095.936	cell = 472 to 479
00096.136	00096.337	00096.538	00096.739	00096.940	00097.141	00097.342	00097.543	cell = 480 to 487
00097.744	00097.946	00098.147	00098.349	00098.550	00098.751	00098.952	00099.153	cell = 488 to 495
00099.353	00099.554	00099.754	00099.954	00100.153	00100.352	00100.552	00100.750	cell = 496 to 503
00100.949	00101.147	00101.346	00101.544	00101.742	00101.940	00102.138	00102.336	cell = 504 to 511
00102.534	00102.731	00102.929	00103.127	00103.325	00103.524	00103.722	00103.921	cell = 512 to 519
00104.120	00104.319	00104.518	00104.717	00104.917	00105.116	00105.316	00105.516	cell = 520 to 527
00105.716	00105.916	00106.116	00106.316	00106.516	00106.717	00106.917	00107.118	cell = 528 to 535
00107.319	00107.519	00107.720	00107.921	00108.121	00108.322	00108.522	00108.723	cell = 536 to 543
00108.923	00109.123	00109.323	00109.524	00109.724	00109.924	00110.123	00110.323	cell = 544 to 551
00110.523	00110.723	00110.923	00111.123	00111.323	00111.523	00111.723	00111.923	cell = 552 to 559
00112.123	00112.323	00112.522	00112.722	00112.922	00113.121	00113.321	00113.520	cell = 560 to 567
00113.719	00113.919	00114.118	00114.317	00114.517	00114.716	00114.915	00115.115	cell = 568 to 575
00115.314	00115.514	00115.713	00115.912	00116.112	00116.311	00116.510	00116.710	cell = 576 to 583
00116.909	00117.108	00117.307	00117.507	00117.706	00117.905	00118.104	00118.303	cell = 584 to 591
00118.502	00118.702	00118.901	00119.100	00119.300	00119.499	00119.699	00119.899	cell = 592 to 599
00120.099	00120.299	00120.499	00120.699	00120.899	00121.100	00121.301	00121.502	cell = 600 to 607
00121.703	00121.904	00122.106	00122.307	00122.508	00122.709	00122.911	00123.112	cell = 608 to 615
00123.313	00123.514	00123.715	00123.916	00124.117	00124.317	00124.518	00124.719	cell = 616 to 623
00124.920	00125.120	00125.320	00125.521	00125.721	00125.922	00126.122	00126.323	cell = 624 to 631
00126.523	00126.724	00126.924	00127.124	00127.325	00127.525	00127.726	00127.926	cell = 632 to 639
00128.127	00128.327	00128.528	00128.728	00128.929	00129.129	00129.330	00129.530	cell = 640 to 647
00129.731	00129.932	00130.133	00130.333	00130.534	00130.734	00130.934	00131.134	cell = 648 to 655
00131.335	00131.536	00131.736	00131.936	00132.137	00132.337	00132.538	00132.738	cell = 656 to 663
00132.939	00133.140	00133.341	00133.542	00133.743	00133.943	00134.144	00134.345	cell = 664 to 671
00134.546	00134.747	00134.947	00135.148	00135.349	00135.550	00135.751	00135.952	cell = 672 to 679
